Provinsi,Kabupaten/Kota,Kecamatan,Kelurahan/Desa,Jumlah Penduduk,Jumlah Kepala Keluarga,Perpindahan Penduduk,Jumlah Meninggal,Perubahan Data,Wajib KTP,Jumlah Rekam Wajib KTP,Islam,Kristen,Katholik,Hindu,Buddha,Konghuchu,Kepercayaan terhadap Tuhan YME,Laki-laki,Perempuan,Belum Kawin,Kawin,Cerai Hidup,Cerai Mati,Usia 0-4 Tahun,Usia 5-9 Tahun,Usia 10-14 Tahun,Usia 15-19 Tahun,Usia 20-24 Tahun,Usia 25-29 Tahun,Usia 30-34 Tahun,Usia 35-39 Tahun,Usia 40-44 Tahun,Usia 45-49 Tahun,Usia 50-54 Tahun,Usia 55-59 Tahun,Usia 60-64 Tahun,Usia 65-69 Tahun,Usia 70-74 Tahun,Usia 75 Tahun ke Atas,Lahir Tahun 2020,Lahir Sebelum Tahun 2020,Lahir Tahun 2021,Lahir Sebelum Tahun 2021,Lahir Tahun 2022,Lahir Sebelum Tahun 2022,Lahir Tahun 2023,Lahir Sebelum Tahun 2023,Lahir Tahun 2024,Lahir Sebelum Tahun 2024,Pertumbuhan Penduduk Tahun 2020 (%),Pertumbuhan Penduduk Tahun 2021 (%),Pertumbuhan Penduduk Tahun 2022 (%),Pertumbuhan Penduduk Tahun 2023 (%),Pertumbuhan Penduduk Tahun 2024 (%),Usia Pendidikan 3-4 Tahun,Usia Pendidikan 5 Tahun,Usia Pendidikan 6-11 Tahun,Usia Pendidikan 12-14 Tahun,Usia Pendidikan 15-17 Tahun,Usia Pendidikan 18-22 Tahun,Tidak/Belum Sekolah,Belum Tamat SD,Tamat SD,SLTP,SLTA,D1 dan D2,D3,S1,S2,S3,Golongan Darah A,Golongan Darah B,Golongan Darah AB,Golongan Darah O,Golongan Darah A+,Golongan Darah A-,Golongan Darah B+,Golongan Darah B-,Golongan Darah AB+,Golongan Darah AB-,Golongan Darah O+,Golongan Darah O-,Golongan Darah Tidak Diketahui,Belum/Tidak Bekerja,Nelayan,Pelajar dan Mahasiswa,Pensiunan,Perdagangan,Mengurus Rumah Tannga,Wiraswasta,Guru,Perawat,Pengacara,Pekerjaan Lainnya
JAWA TIMUR,KAB. JEMBER,MAYANG,MRAWAN,"9,212","3,522",33,15,"7,917","7,123","7,123","9,209",0,1,2,0,0,0,"4,578","4,634","3,133","5,422",200,457,507,678,666,494,733,710,696,669,694,580,589,563,500,433,293,407,125,"8,705",118,"8,830",110,"8,948",102,"9,058",52,"9,160",1,1,1,1,1,243,125,797,422,289,608,"2,828","1,524","3,317",855,586,10,16,71,5,0,513,948,261,563,0,0,1,0,0,0,0,2,"6,924","2,401",,757,2,206,"1,512","1,468",29,5,,
JAWA TIMUR,KAB. JEMBER,KALISAT,SUMBERKALONG,"3,920","1,547",9,5,"3,420","3,004","3,004","3,920",0,0,0,0,0,0,"1,870","2,050","1,265","2,349",69,237,205,296,282,222,293,293,277,285,294,281,274,230,184,164,144,196,45,"3,715",65,"3,760",39,"3,825",34,"3,864",22,"3,898",1,2,1,1,1,110,67,329,182,142,241,"1,123",527,"1,459",471,290,7,8,35,0,0,6,5,2,6,0,0,0,0,0,0,0,1,"3,900","1,014",,268,6,33,853,321,10,1,,
JAWA TIMUR,KAB. JEMBER,LEDOKOMBO,SUKOGIDRI,"3,833","1,491",10,4,"3,334","3,014","3,014","3,833",0,0,0,0,0,0,"1,869","1,964","1,315","2,246",72,200,206,240,270,234,305,274,259,263,270,255,263,236,236,189,122,211,56,"3,627",60,"3,683",36,"3,743",33,"3,779",21,"3,812",2,2,1,1,1,116,42,303,165,125,299,"1,100",672,"1,291",434,258,8,17,50,2,1,4,6,4,12,0,0,1,0,0,0,0,3,"3,803","1,014",,309,4,29,253,299,6,2,,
JAWA TIMUR,KAB. JEMBER,SUKOWONO,MOJOGEMI,"2,879","1,094",11,2,"2,437","2,237","2,237","2,879",0,0,0,0,0,0,"1,429","1,450",951,"1,699",63,166,155,197,199,188,219,191,167,217,220,202,229,171,161,120,110,133,34,"2,724",32,"2,758",36,"2,790",37,"2,826",16,"2,863",1,1,1,1,1,66,39,243,114,112,198,880,"1,159",497,181,137,5,3,16,1,0,3,5,2,8,0,0,0,0,0,0,1,1,"2,859",752,,177,3,6,575,215,12,2,,
JAWA TIMUR,KAB. JEMBER,JOMBANG,WRINGINAGUNG,"15,468","5,375",51,12,"14,176","11,898","11,897","15,214",54,3,194,3,0,0,"7,810","7,658","6,024","8,351",355,738,815,"1,078","1,179","1,040","1,207","1,126",991,"1,039","1,164","1,222","1,191","1,074",838,588,454,462,213,"14,653",198,"14,866",177,"15,064",146,"15,241",81,"15,387",1,1,1,1,1,411,223,"1,322",712,633,"1,083","3,856","2,055","4,452","2,804","1,967",26,58,236,13,1,92,106,32,196,7,0,0,0,1,0,1,12,"15,021","3,851",2,"1,883",24,223,"2,990","3,126",104,7,,
JAWA TIMUR,KAB. JEMBER,SUMBERBARU,ROWOTENGAH,"10,940","3,772",24,32,"9,515","8,375","8,375","10,903",20,16,1,0,0,0,"5,490","5,450","4,299","5,916",215,510,596,763,880,716,826,768,751,749,830,779,815,724,569,448,341,385,149,"10,344",141,"10,493",135,"10,634",107,"10,769",64,"10,876",1,1,1,1,1,290,168,938,537,405,783,"2,699","1,510","3,131","1,661","1,539",55,48,281,16,0,97,121,33,165,1,2,5,0,3,0,4,4,"10,505","2,988",1,"1,145",21,178,"2,033","1,746",129,7,1,
JAWA TIMUR,KAB. JEMBER,BANGSALSARI,CURAHKALONG,"17,092","6,133",44,11,"13,515","13,515","13,050","17,082",10,0,0,0,0,0,"8,636","8,456","6,334","9,645",300,813,872,"1,290","1,298","1,074","1,261","1,240","1,244","1,323","1,349","1,245","1,262","1,083",933,618,477,523,226,"16,220",201,"16,446",195,"16,647",157,"16,842",93,"16,999",1,1,1,1,1,427,231,"1,573",784,675,"1,136","6,239","3,038","5,451","1,429",818,14,15,79,7,2,57,110,72,403,2,0,1,0,1,0,2,3,"16,441","4,539",,"1,611",6,106,"3,038","3,203",28,1,,
JAWA TIMUR,KAB. JEMBER,ARJASA,ARJASA,"9,560","3,477",61,13,"7,993","7,189","7,189","9,510",34,15,1,0,0,0,"4,696","4,864","3,692","5,158",202,508,629,727,725,617,753,769,766,702,681,616,615,562,479,376,251,292,150,"8,931",120,"9,081",149,"9,201",121,"9,350",89,"9,471",2,1,2,1,1,270,159,834,459,389,679,"3,208","1,294","2,616",882,"1,106",30,88,307,28,1,65,99,28,149,4,2,2,0,2,0,2,1,"9,206","2,788",,871,34,162,"1,417","1,203",54,9,2,
JAWA TIMUR,KAB. JEMBER,JELBUK,JELBUK,"4,480","1,696",11,9,"3,726","3,438","3,438","4,471",2,2,2,3,0,0,"2,203","2,277","1,586","2,530",100,264,287,277,334,292,361,339,324,291,359,299,319,270,241,166,157,164,67,"4,193",44,"4,260",68,"4,304",62,"4,372",46,"4,434",2,1,2,1,1,111,63,346,202,182,314,"1,401",710,"1,207",469,549,8,38,91,7,0,16,26,6,40,1,0,0,0,1,0,0,3,"4,387","1,239",,328,16,104,591,693,20,2,,
JAWA TIMUR,KAB. JEMBER,KALISAT,GAMBIRAN,"6,624","2,485",10,4,"5,570","4,977","4,977","6,624",0,0,0,0,0,0,"3,280","3,344","2,320","3,870",97,337,440,504,515,345,513,500,479,427,498,476,438,398,356,229,191,315,100,"6,184",106,"6,284",99,"6,390",85,"6,489",50,"6,574",2,2,2,1,1,206,111,580,328,213,425,"1,894",803,"2,715",691,422,13,18,63,5,0,13,10,3,17,1,0,1,0,1,0,0,3,"6,575","1,903",,420,5,106,"1,454","1,067",34,3,,
JAWA TIMUR,KAB. JEMBER,SUMBERJAMBE,SUMBERPAKEM,"6,470","2,523",13,2,"5,436","5,018","5,018","6,353",114,0,0,3,0,0,"3,174","3,296","2,145","3,850",108,367,361,430,481,330,475,419,457,496,507,415,474,456,336,292,234,307,94,"6,109",90,"6,203",70,"6,293",77,"6,363",30,"6,440",2,1,1,1,0,184,89,533,289,200,415,"1,921","1,027","2,609",509,321,7,17,58,1,0,18,12,16,23,2,0,0,0,0,0,0,0,"6,399","1,744",2,349,6,37,"1,316",693,21,,,
JAWA TIMUR,KAB. JEMBER,BANGSALSARI,TUGUSARI,"16,023","5,706",36,13,"13,163","12,121","12,120","16,017",4,2,0,0,0,0,"7,988","8,035","5,977","8,960",304,782,919,"1,233","1,194","1,059","1,237","1,079","1,160","1,187","1,226","1,230","1,097",978,838,584,456,546,233,"15,104",208,"15,337",190,"15,545",172,"15,735",116,"15,907",2,1,1,1,1,441,259,"1,477",691,673,"1,060","5,365","3,310","5,262","1,198",771,15,22,75,5,0,40,30,21,43,2,0,0,0,0,0,0,0,"15,887","4,460",,"1,393",6,83,"2,644","3,056",56,1,,
